"idPost","link","description","postTime","linkAction"
"22515","http://abcnews.go.com/Business/10-million-credit-card-holders-receive-settlement-checks/story?id=15304436","Millions of people are receiving checks from a currency antitrust settlement.","2017-04-19T00:00:00.000Z","http://abcnews.go.com/Business/10-million-credit-card-holders-receive-settlement-checks/story?id=15304436"
"22516","http://abcnews.go.com/Health/rick-santorum-dead-baby-critics-lambasted-families-grieve/story?id=15306750#.TwdWC1awU00","Psychologists say parents need rituals to grieve a preterm pregnancy loss.","2016-03-07T00:00:00.000Z","http://abcnews.go.com/Health/rick-santorum-dead-baby-critics-lambasted-families-grieve/story?id=15306750#.TwdWC1awU00"
"22517","http://abcnews.go.com/blogs/headlines/2012/01/missing-pa-mans-family-turn-to-psychics-for-help/","Facebook ABC News??? Katti Gray reports: The relatives of a missing 25-year-old Pennsylvania man said they aren???t entirely certain they believe in","2015-11-21T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/missing-pa-mans-family-turn-to-psychics-for-help/"
"22518","http://www.snappytv.com/snaps/huntsman-speaks-chinese-but-what-did-he-say-nhdebate-about-new-hampshire-republican-presidential-debate-on-abc-news","NULL","2015-06-12T00:00:00.000Z","http://www.snappytv.com/snaps/huntsman-speaks-chinese-but-what-did-he-say-nhdebate-about-new-hampshire-republican-presidential-debate-on-abc-news"
"22519","http://abcnews.go.com/International/slideshow/world-rings-2012-15265811","Around the world, countries celebrate the new year.","2015-03-10T00:00:00.000Z","http://abcnews.go.com/International/slideshow/world-rings-2012-15265811"
"22520","http://abcnews.go.com/blogs/headlines/2011/12/chief-justice-roberts-responds-to-judicial-ethics-critics/","PAUL J. RICHARDS/AFP/Getty Images Chief Justice John Roberts issued a ringing endorsement Saturday night of his colleagues??? ability to determine w","2015-03-07T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2011/12/chief-justice-roberts-responds-to-judicial-ethics-critics/"
"22521","http://abcnews.go.com/blogs/headlines/2012/01/bluefin-tuna-fetches-record-736k/","Shizuo Kambayashi/AP Photo If the price of premium tuna is any indication of the country???s economic state, then Japan???s finances are in good ord","2015-06-15T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/bluefin-tuna-fetches-record-736k/"
"22522","http://abcnews.go.com/US/jakadrien-turner-texas-runaway-returns-deportation-colombia/story?id=15311341","A lawyer plans to sue on behalf of Dallas runaway who was deported to Colombia.","2016-11-20T00:00:00.000Z","http://abcnews.go.com/US/jakadrien-turner-texas-runaway-returns-deportation-colombia/story?id=15311341"
"22523","http://abcnews.go.com/Technology/internet-censorship-sopa-pipa-bills-congress-websites-dark/story?id=15309498","Would websites like Google, Facebook and Twitter go dark to protest?","2017-08-25T00:00:00.000Z","http://abcnews.go.com/Technology/internet-censorship-sopa-pipa-bills-congress-websites-dark/story?id=15309498"
"22524","http://abcnews.go.com/Health/cognitive-decline-starts-early-study/story?id=15300682","New research finds that cognitive decline may begin at age 45.","2017-04-16T00:00:00.000Z","http://abcnews.go.com/Health/cognitive-decline-starts-early-study/story?id=15300682"
"22525","http://abcnews.go.com/Technology/south-koreas-dog-cloning-industry-raises-ethical-red/story?id=15309415","People pays upwards of $100,000 to have their dogs cloned.","2017-08-27T00:00:00.000Z","http://abcnews.go.com/Technology/south-koreas-dog-cloning-industry-raises-ethical-red/story?id=15309415"
"22526","http://abcnews.go.com/Politics/24-supreme-court-cases-presidential-candidate/story?id=15296465#.TwcNY3KwXHo","From Marbury to Roe: Our Pick for Essential Supreme Court Rulings","2017-04-15T00:00:00.000Z","http://abcnews.go.com/Politics/24-supreme-court-cases-presidential-candidate/story?id=15296465#.TwcNY3KwXHo"
"22527","http://abcnews.go.com/US/jakadrien-turner-texas-runaway-returns-deportation-colombia/story?id=15311341","A lawyer plans to sue on behalf of Dallas runaway who was deported to Colombia.","2017-04-17T00:00:00.000Z","http://abcnews.go.com/US/jakadrien-turner-texas-runaway-returns-deportation-colombia/story?id=15311341"
"22528","http://abcnews.go.com/blogs/headlines/2012/01/22-year-old-pilot-makes-emergency-landing-on-downtown-street/","A 22-year-old pilot who hit a power line, knocked over a street sign and had to dodge a car while landing her stricken plane on the street of...","2017-04-18T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/22-year-old-pilot-makes-emergency-landing-on-downtown-street/"
"22529","http://abcnews.go.com/US/dead-blackbirds-fall-sky-beebe-arkansas-years-eve/story?id=15269793","For the second year in a row, blackbirds fell from the sky in small town.","2015-03-03T00:00:00.000Z","http://abcnews.go.com/US/dead-blackbirds-fall-sky-beebe-arkansas-years-eve/story?id=15269793"
"22530","http://abcnews.go.com/US/eighth-grader-shot-cops-pellet-gun/story?id=15289416","Pellet gun looked like a real weapon and student would not put it down.","2017-04-20T00:00:00.000Z","http://abcnews.go.com/US/eighth-grader-shot-cops-pellet-gun/story?id=15289416"
"22531","http://abcnews.go.com/blogs/headlines/2012/01/person-of-interest-identified-in-park-ranger-killing/","(The News Tribune, Dean J. Koepfler/AP Photo) The person of interest identified in the killing of a Mount Rainier National Park ranger today is beli","2015-11-22T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/person-of-interest-identified-in-park-ranger-killing/"
"22532","http://abcnews.go.com/blogs/politics/2011/12/with-reservations-obama-signs-act-to-allow-detention-of-citizens/","In his last official act of business in 2011, President Barack Obama signed the National Defense Authorization Act from his vacation rental in Kailu","2015-03-08T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2011/12/with-reservations-obama-signs-act-to-allow-detention-of-citizens/"
"22533","http://abcnews.go.com/blogs/technology/2012/01/can-a-court-make-you-give-up-your-password/","Can the government force you to give up your password in the course of an investigation against you?","2015-03-06T00:00:00.000Z","http://abcnews.go.com/blogs/technology/2012/01/can-a-court-make-you-give-up-your-password/"
"22534","http://abcnews.go.com/blogs/headlines/2012/01/cop-issues-speeding-ticket-asks-driver-for-a-date-and-is-sued/","A suburban Chicago police officer allegedly turned a $132 speeding ticket into a pick-up opportunity when he later tracked down the female driver...","2017-04-20T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/cop-issues-speeding-ticket-asks-driver-for-a-date-and-is-sued/"
"22535","http://abcnews.go.com/blogs/headlines/2012/01/if-fred-got-two-beatings-per-day-homework-asks/","Third graders in in Gwinnett County, Ga., were given math homework Wednesday that asked questions about slavery and beatings. Christopher Braxton to","2016-03-01T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/if-fred-got-two-beatings-per-day-homework-asks/"
"22536","http://abcnews.go.com/Technology/living-longer-people-lived-past-114-escaped-alzheimers/story?id=15282777","Scientific mystery: Why some live so well for so long","2016-03-06T00:00:00.000Z","http://abcnews.go.com/Technology/living-longer-people-lived-past-114-escaped-alzheimers/story?id=15282777"
"22537","http://abcnews.go.com/blogs/politics/2012/01/look-ahead-an-early-look-at-new-hampshires-primary-ballot/","With Iowa behind them, candidates and political enthusiasts alike are turning their eyes eastward to New Hampshire, where voters are gearing up for.","2016-03-04T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2012/01/look-ahead-an-early-look-at-new-hampshires-primary-ballot/"
"22538","http://abcnews.go.com/blogs/headlines/2012/01/lawmaker-steals-leather-pants-brain-tumor-may-be-responsible-lawyer-says/","A San Francisco lawmaker pleaded no contest after stealing nearly $2,500 of clothing from an upscale department store and a benign brain tumor may h","2017-04-19T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/lawmaker-steals-leather-pants-brain-tumor-may-be-responsible-lawyer-says/"
"22539","http://abcnews.go.com/Travel/BusinessTravel/top-air-travel-predictions-2012/story?id=15234459#.Tvms03KwXHo","2012 will be full of ups and downs for air travelers.","2015-11-24T00:00:00.000Z","http://abcnews.go.com/Travel/BusinessTravel/top-air-travel-predictions-2012/story?id=15234459#.Tvms03KwXHo"
"22540","http://abcnews.go.com/blogs/headlines/2012/01/stolen-car-lands-on-california-apartment-roof/","Police in Fresno, Calif. were called to respond to a car parked squarely on the roof of an apartment building.","2015-11-21T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/stolen-car-lands-on-california-apartment-roof/"
"22541","http://abcnews.go.com/blogs/headlines/2012/01/cop-issues-speeding-ticket-asks-driver-for-a-date-and-is-sued/","A suburban Chicago police officer allegedly turned a $132 speeding ticket into a pick-up opportunity when he later tracked down the female driver...","2015-03-04T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/cop-issues-speeding-ticket-asks-driver-for-a-date-and-is-sued/"
"22542","http://abcnews.go.com/US/dead-blackbirds-fall-sky-beebe-arkansas-years-eve/story?id=15269793","For the second year in a row, blackbirds fell from the sky in small town.","2015-11-24T00:00:00.000Z","http://abcnews.go.com/US/dead-blackbirds-fall-sky-beebe-arkansas-years-eve/story?id=15269793"
"22543","http://abcnews.go.com/blogs/headlines/2011/12/parents-arrested-for-allegedly-posting-photos-of-bound-kids-on-facebook/","An Arizona couple has been arrested for allegedly posting photos of their two young children bound by duct tape.","2015-11-22T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2011/12/parents-arrested-for-allegedly-posting-photos-of-bound-kids-on-facebook/"
"22544","http://abcnews.go.com/blogs/health/2012/01/05/human-barbie-gives-7-year-old-daughter-liposuction-voucher/","The UK???s self-proclaimed ???Human Barbie??? gave her 7-year-old daughter an unusual stocking stuffer this Christmas: a £7,000 voucher for liposuct","2015-11-20T00:00:00.000Z","http://abcnews.go.com/blogs/health/2012/01/05/human-barbie-gives-7-year-old-daughter-liposuction-voucher/"
"22545","http://abcnews.go.com/blogs/politics/2011/12/mitt-romney-vows-to-veto-dream-act-if-president/","Eric Gay/AP Photo SIOUX CITY, Iowa ??? Mitt Romney explicitly stated today that if he is elected president he would veto the Dream Act, legislation ","2016-11-23T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2011/12/mitt-romney-vows-to-veto-dream-act-if-president/"
"22546","http://abcnews.go.com/blogs/politics/2012/01/look-ahead-an-early-look-at-new-hampshires-primary-ballot/","With Iowa behind them, candidates and political enthusiasts alike are turning their eyes eastward to New Hampshire, where voters are gearing up for.","2016-03-07T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2012/01/look-ahead-an-early-look-at-new-hampshires-primary-ballot/"
"22547","http://abcnews.go.com/blogs/health/2011/12/30/who-deeply-concerned-by-lab-created-bird-flu-mutation/","The World Health Organization (WHO) says it is ???deeply concerned??? about researchers creating a more contagious and fatal form of the H5N1 bird f","2015-06-12T00:00:00.000Z","http://abcnews.go.com/blogs/health/2011/12/30/who-deeply-concerned-by-lab-created-bird-flu-mutation/"
"22548","http://abcnews.go.com/Technology/eastman-kodak-bankruptcy-filing-move-photography-printing-companies/story?id=15298236","Film giant near bankruptcy in digital age.","2015-03-05T00:00:00.000Z","http://abcnews.go.com/Technology/eastman-kodak-bankruptcy-filing-move-photography-printing-companies/story?id=15298236"
"22549","http://abcnews.go.com/blogs/health/2012/01/06/200-million-people-use-illicit-drugs-study-finds/","Roughly 200 million people worldwide use illicit drugs such as marijuana, amphetamines, cocaine and opioids each year, according to a new study.","2015-03-04T00:00:00.000Z","http://abcnews.go.com/blogs/health/2012/01/06/200-million-people-use-illicit-drugs-study-finds/"
"22550","http://abcnews.go.com/US/ohio-man-84-fatally-shoots-intruder-suffered-alzheimers/story?id=15299547","Charles Foster did not know that Ed Stevens suffered from dementia.","2015-03-01T00:00:00.000Z","http://abcnews.go.com/US/ohio-man-84-fatally-shoots-intruder-suffered-alzheimers/story?id=15299547"
"22551","http://abcnews.go.com/blogs/politics/2012/01/rick-santorum-gets-booed-after-heated-back-and-forth-on-same-sex-marriage-at-new-hampshire-college-event/","Rick Santorum was booed after a lengthy back-and-forth with several students in Concord, N.H., on the issue of same-sex marriage, which is legal in ","2015-03-02T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2012/01/rick-santorum-gets-booed-after-heated-back-and-forth-on-same-sex-marriage-at-new-hampshire-college-event/"
"22552","http://abcnews.go.com/blogs/business/2012/01/are-equinox-ad-models-too-skinny/","(Equinox Fitness) Equinox Fitness, a national gym chain headquartered in New York, is getting hit with criticism from members and the media for ads ","2015-03-01T00:00:00.000Z","http://abcnews.go.com/blogs/business/2012/01/are-equinox-ad-models-too-skinny/"
"22553","http://abcnews.go.com/blogs/politics/2012/01/mitt-romney-ripped-for-dream-act-veto-alienates-some-latinos/","CHICAGO ??? Largely lost in the build-up to the Iowa caucuses was a moment that could ultimately prove decisive in this year???s presidential electi","2015-06-15T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2012/01/mitt-romney-ripped-for-dream-act-veto-alienates-some-latinos/"
"22554","http://abcnews.go.com/blogs/politics/2011/12/with-reservations-obama-signs-act-to-allow-detention-of-citizens/","In his last official act of business in 2011, President Barack Obama signed the National Defense Authorization Act from his vacation rental in Kailu","2015-06-12T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2011/12/with-reservations-obama-signs-act-to-allow-detention-of-citizens/"
"22555","http://abcnews.go.com/blogs/health/2012/01/03/mens-mag-or-rapist-study-claims-few-can-tell/","What do men???s magazines and convicted rapists have in common? How they describe women, a British study has found.","2016-11-21T00:00:00.000Z","http://abcnews.go.com/blogs/health/2012/01/03/mens-mag-or-rapist-study-claims-few-can-tell/"
"22556","http://abcnews.go.com/blogs/headlines/2012/01/person-of-interest-identified-in-park-ranger-killing/","(The News Tribune, Dean J. Koepfler/AP Photo) The person of interest identified in the killing of a Mount Rainier National Park ranger today is beli","2016-03-08T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/person-of-interest-identified-in-park-ranger-killing/"
"22557","http://abcnews.go.com/blogs/headlines/2012/01/stolen-car-lands-on-california-apartment-roof/","Police in Fresno, Calif. were called to respond to a car parked squarely on the roof of an apartment building.","2015-06-09T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/stolen-car-lands-on-california-apartment-roof/"
"22558","http://abcnews.go.com/blogs/politics/2012/01/iowa-caucus-what-actually-happens/","When caucusgoers show up tonight, what will they actually vote for? And how do the caucuses work?","2015-11-23T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2012/01/iowa-caucus-what-actually-happens/"
"22559","http://abcnews.go.com/US/okla-woman-shoots-kills-intruder911-operators-shoot/story?id=15285605","Teen mom shot and killed intruder to protect her three-month-old baby.","2016-03-11T00:00:00.000Z","http://abcnews.go.com/US/okla-woman-shoots-kills-intruder911-operators-shoot/story?id=15285605"
"22560","http://abcnews.go.com/blogs/health/2012/01/03/adderall-drug-shortage-will-continue-in-2012-government-officials-say/","A contentious relationship between drug manufacturers and the Drug Enforcement Agency may cause a continuing shortage of the attention deficit medic","2015-11-24T00:00:00.000Z","http://abcnews.go.com/blogs/health/2012/01/03/adderall-drug-shortage-will-continue-in-2012-government-officials-say/"
"22561","http://abcnews.go.com/Politics/iowa-caucus-paul-santorum-romney-race/story?id=15283406","Iowa caucuses began at 8 pm EST.","2015-11-26T00:00:00.000Z","http://abcnews.go.com/Politics/iowa-caucus-paul-santorum-romney-race/story?id=15283406"
"22562","http://abcnews.go.com/Politics/OTUS/","NULL","2017-08-26T00:00:00.000Z","http://abcnews.go.com/Politics/OTUS/"
"22563","http://abcnews.go.com/Politics/iowa-caucus-results-mitt-romney-defeats-rick-santorum-8-votes/story?id=15283406","Ron Paul in strong third place finish.","2017-08-27T00:00:00.000Z","http://abcnews.go.com/Politics/iowa-caucus-results-mitt-romney-defeats-rick-santorum-8-votes/story?id=15283406"
"22564","http://abcnews.go.com/blogs/headlines/2012/01/cat-survives-2-rounds-in-gas-chamber-but-cant-change-city-policy/","The Salt Lake Tribune/Djamila Grossman/AP Photo A stray cat in Utah???s will to survive was enough to let it live out the rest of its nine lives wit","2015-06-14T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/cat-survives-2-rounds-in-gas-chamber-but-cant-change-city-policy/"
"22565","http://abcnews.go.com/US/video/bonnie-clyde-fugitives-surrender-nevada-15286350","Logan McFarland, 24, and Angela Atwood, 25, are suspected of murder.","2017-04-15T00:00:00.000Z","http://abcnews.go.com/US/video/bonnie-clyde-fugitives-surrender-nevada-15286350"
"22566","http://abcnews.go.com/blogs/headlines/2012/01/groaning-saddles-horse-industry-supersizes/","In the rugged cowboy country of western Colorado, master saddle maker Bob Klenda has noticed a troublesome trend since he started stitching leather ","2017-04-19T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/groaning-saddles-horse-industry-supersizes/"
"22567","http://abcnews.go.com/blogs/politics/2012/01/can-rick-santorum-maintain-his-momentum/","The Iowa caucuses Tuesday elevated Rick Santorum, once a virtual unknown, into the national spotlight.","2016-04-21T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2012/01/can-rick-santorum-maintain-his-momentum/"
"22568","http://abcn.ws/u4ZwgN","The outreach director of the Suncoast Primate Sanctuary in Florida said the chimp was 80 years old when he died on Christmas Eve. Not possible,...","2016-11-23T00:00:00.000Z","http://abcn.ws/u4ZwgN"
"22569","http://abcnews.go.com/US/eighth-grader-shot-cops-pellet-gun/story?id=15289416","Pellet gun looked like a real weapon and student would not put it down.","2016-11-20T00:00:00.000Z","http://abcnews.go.com/US/eighth-grader-shot-cops-pellet-gun/story?id=15289416"
"22570","http://abcnews.go.com/blogs/headlines/2012/01/stolen-car-lands-on-california-apartment-roof/","Police in Fresno, Calif. were called to respond to a car parked squarely on the roof of an apartment building.","2016-03-02T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/stolen-car-lands-on-california-apartment-roof/"
"22571","http://abcnews.go.com/blogs/headlines/2012/01/death-by-cat-meat-chinese-billionaire-poisoned/","Chinese police are investigating whether local billionaire tycoon Long Liyuan was killed by a poison-spiked batch of cat stew in the southern provin","2016-03-01T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/death-by-cat-meat-chinese-billionaire-poisoned/"
"22572","http://abcnews.go.com/blogs/health/2012/01/05/human-barbie-gives-7-year-old-daughter-liposuction-voucher/","The UK???s self-proclaimed ???Human Barbie??? gave her 7-year-old daughter an unusual stocking stuffer this Christmas: a £7,000 voucher for liposuct","2016-03-03T00:00:00.000Z","http://abcnews.go.com/blogs/health/2012/01/05/human-barbie-gives-7-year-old-daughter-liposuction-voucher/"
"22573","http://abcnews.go.com/Health/AllergiesFood/year-virginia-girl-dies-allergic-reaction-school/story?id=15295949","Ammaria Johnson, 7, died at school after an allergic reaction.","2016-03-05T00:00:00.000Z","http://abcnews.go.com/Health/AllergiesFood/year-virginia-girl-dies-allergic-reaction-school/story?id=15295949"
"22574","http://abcnews.go.com/blogs/lifestyle/2012/01/addicted-to-food-put-your-brain-in-diet-rehab-2/","ABC???s Juju Chang and Erin Brady report: At 30, Kaylea Moss said she began to fear she was eating herself to death. Weighing in at 242 pounds, Moss","2016-03-10T00:00:00.000Z","http://abcnews.go.com/blogs/lifestyle/2012/01/addicted-to-food-put-your-brain-in-diet-rehab-2/"
"22575","http://abcnews.go.com/blogs/politics/2012/01/rick-perry-moves-forward-here-we-come-south-carolina/","Rick Perry today hinted that he has no plans to end his campaign, one day after a crushing fifth-place finish in the Iowa caucuses, which prompted t","2015-11-21T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2012/01/rick-perry-moves-forward-here-we-come-south-carolina/"
"22576","http://abcnews.go.com/blogs/politics/2012/01/beyond-iowa-how-long-will-this-thing-take/","Caucus time is upon us, and on Tuesday more than 100,000 Iowans will trek to their local schools, churches and community centers to kick off the GOP","2016-11-21T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2012/01/beyond-iowa-how-long-will-this-thing-take/"
"22577","http://abcnews.go.com/blogs/business/2012/01/irs-extends-2011-tax-filing-date/","The IRS said Wednesday that taxpayers will have two extra days this year to file their 2011 returns.","2016-03-07T00:00:00.000Z","http://abcnews.go.com/blogs/business/2012/01/irs-extends-2011-tax-filing-date/"
"22578","http://abcnews.go.com/blogs/headlines/2012/01/cat-survives-2-rounds-in-gas-chamber-but-cant-change-city-policy/","The Salt Lake Tribune/Djamila Grossman/AP Photo A stray cat in Utah???s will to survive was enough to let it live out the rest of its nine lives wit","2016-03-08T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/cat-survives-2-rounds-in-gas-chamber-but-cant-change-city-policy/"
"22579","http://abcnews.go.com/blogs/politics/2012/01/beyond-iowa-how-long-will-this-thing-take/","Caucus time is upon us, and on Tuesday more than 100,000 Iowans will trek to their local schools, churches and community centers to kick off the GOP","2015-06-07T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2012/01/beyond-iowa-how-long-will-this-thing-take/"
"22580","http://abcnews.go.com/blogs/health/2012/01/06/200-million-people-use-illicit-drugs-study-finds/","Roughly 200 million people worldwide use illicit drugs such as marijuana, amphetamines, cocaine and opioids each year, according to a new study.","2016-11-20T00:00:00.000Z","http://abcnews.go.com/blogs/health/2012/01/06/200-million-people-use-illicit-drugs-study-finds/"
"22581","http://abcnews.go.com/Blotter/us-navy-rescues-iranians-pirates/story?id=15305457","Iranian sailors had been held hostage in Arabian Sea for weeks, Navy says.","2016-11-24T00:00:00.000Z","http://abcnews.go.com/Blotter/us-navy-rescues-iranians-pirates/story?id=15305457"
"22582","http://abcnews.go.com/blogs/headlines/2012/01/colorado-student-banned-from-yearbook-over-racy-photo/","A Colorado teenager whose yearbook picture was rejected for being too revealing is vowing to fight the ban with her high school???s administration, ","2015-06-05T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/colorado-student-banned-from-yearbook-over-racy-photo/"
"22583","http://abcnews.go.com/Health/Wellness/acid-reflux-rates-parallel-obesity-epidemic/story?id=15240663","Acid reflux rates parallel obesity epidemic, experts say.","2016-03-10T00:00:00.000Z","http://abcnews.go.com/Health/Wellness/acid-reflux-rates-parallel-obesity-epidemic/story?id=15240663"
"22584","http://abcnews.go.com/blogs/politics/2012/01/beyond-iowa-how-long-will-this-thing-take/","Caucus time is upon us, and on Tuesday more than 100,000 Iowans will trek to their local schools, churches and community centers to kick off the GOP","2015-03-10T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2012/01/beyond-iowa-how-long-will-this-thing-take/"
"22585","http://abcnews.go.com/Travel/BusinessTravel/top-air-travel-predictions-2012/story?id=15234459#.Tvms03KwXHo","2012 will be full of ups and downs for air travelers.","2015-03-04T00:00:00.000Z","http://abcnews.go.com/Travel/BusinessTravel/top-air-travel-predictions-2012/story?id=15234459#.Tvms03KwXHo"
"22586","http://abcnews.go.com/blogs/politics/2011/12/obamas-record-high-deportations-draw-hispanic-scorn/","The record-setting deportation of illegal immigrants under President Obama has drawn scorn from Hispanic Americans, despite recent administration...","2015-03-05T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2011/12/obamas-record-high-deportations-draw-hispanic-scorn/"
"22587","http://abcnews.go.com/blogs/headlines/2012/01/person-of-interest-identified-in-park-ranger-killing/","(The News Tribune, Dean J. Koepfler/AP Photo) The person of interest identified in the killing of a Mount Rainier National Park ranger today is beli","2015-03-03T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/person-of-interest-identified-in-park-ranger-killing/"
"22588","http://abcnews.go.com/Health/cognitive-decline-starts-early-study/story?id=15300682","New research finds that cognitive decline may begin at age 45.","2015-03-02T00:00:00.000Z","http://abcnews.go.com/Health/cognitive-decline-starts-early-study/story?id=15300682"
"22589","http://abcnews.go.com/US/jakadrien-turner-texas-runaway-returns-deportation-colombia/story?id=15311341","A lawyer plans to sue on behalf of Dallas runaway who was deported to Colombia.","2015-03-03T00:00:00.000Z","http://abcnews.go.com/US/jakadrien-turner-texas-runaway-returns-deportation-colombia/story?id=15311341"
"22590","http://abcnews.go.com/blogs/headlines/2012/01/lawmaker-steals-leather-pants-brain-tumor-may-be-responsible-lawyer-says/","A San Francisco lawmaker pleaded no contest after stealing nearly $2,500 of clothing from an upscale department store and a benign brain tumor may h","2015-03-05T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/lawmaker-steals-leather-pants-brain-tumor-may-be-responsible-lawyer-says/"
"22591","http://abcnews.go.com/blogs/headlines/2012/01/if-fred-got-two-beatings-per-day-homework-asks/","Third graders in in Gwinnett County, Ga., were given math homework Wednesday that asked questions about slavery and beatings. Christopher Braxton to","2015-03-09T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2012/01/if-fred-got-two-beatings-per-day-homework-asks/"
"22592","http://abcnews.go.com/blogs/technology/2012/01/dogs-use-subway-cat-takes-bus-and-other-adventures-in-animal-intelligence/","(ABC) 3 Videos Underline New Questions About What ???Wild??? and ???Tame??? Really Mean Nature???s Edge Notebook #12 ??? Observation, Analysis, Refl","2015-03-10T00:00:00.000Z","http://abcnews.go.com/blogs/technology/2012/01/dogs-use-subway-cat-takes-bus-and-other-adventures-in-animal-intelligence/"
"22593","http://abcnews.go.com/Health/AllergiesFood/year-virginia-girl-dies-allergic-reaction-school/story?id=15295949","Ammaria Johnson, 7, died at school after an allergic reaction.","2015-03-02T00:00:00.000Z","http://abcnews.go.com/Health/AllergiesFood/year-virginia-girl-dies-allergic-reaction-school/story?id=15295949"
"22594","http://abcnews.go.com/Health/Wellness/acid-reflux-rates-parallel-obesity-epidemic/story?id=15240663","Acid reflux rates parallel obesity epidemic, experts say.","2015-03-08T00:00:00.000Z","http://abcnews.go.com/Health/Wellness/acid-reflux-rates-parallel-obesity-epidemic/story?id=15240663"
"22595","http://abcnews.go.com/blogs/headlines/2011/12/parents-arrested-for-allegedly-posting-photos-of-bound-kids-on-facebook/","An Arizona couple has been arrested for allegedly posting photos of their two young children bound by duct tape.","2015-06-14T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2011/12/parents-arrested-for-allegedly-posting-photos-of-bound-kids-on-facebook/"
"22596","http://abcnews.go.com/Business/MadeInAmerica/december-jobless-rate-falls-85-percent/story?id=15300534","More good news for the economy.","2015-06-15T00:00:00.000Z","http://abcnews.go.com/Business/MadeInAmerica/december-jobless-rate-falls-85-percent/story?id=15300534"
"22597","http://abcnews.go.com/Politics/iowa-caucus-paul-santorum-romney-race/story?id=15283406","Iowa caucuses began at 8 pm EST.","2016-11-22T00:00:00.000Z","http://abcnews.go.com/Politics/iowa-caucus-paul-santorum-romney-race/story?id=15283406"
"22598","http://abcnews.go.com/International/wireStory/magnitude-70-quake-japan-tsunami-warning-15267916","A magnitude 7.0 earthquake hits eastern Japan, no danger of a tsunami","2015-06-07T00:00:00.000Z","http://abcnews.go.com/International/wireStory/magnitude-70-quake-japan-tsunami-warning-15267916"
"22599","http://abcnews.go.com/blogs/headlines/2011/12/wishes-for-2012-to-fall-on-times-square/","The wishes of thousands of people will flutter down from New York City???s buildings and descend on Times Square when the iconic ball drops tomorrow","2016-11-22T00:00:00.000Z","http://abcnews.go.com/blogs/headlines/2011/12/wishes-for-2012-to-fall-on-times-square/"
"22600","http://abcnews.go.com/blogs/politics/2011/12/with-reservations-obama-signs-act-to-allow-detention-of-citizens/","In his last official act of business in 2011, President Barack Obama signed the National Defense Authorization Act from his vacation rental in Kailu","2016-11-21T00:00:00.000Z","http://abcnews.go.com/blogs/politics/2011/12/with-reservations-obama-signs-act-to-allow-detention-of-citizens/"
"22601","http://abcnews.go.com/Technology/internet-censorship-sopa-pipa-bills-congress-websites-dark/story?id=15309498","Would websites like Google, Facebook and Twitter go dark to protest?","2016-03-11T00:00:00.000Z","http://abcnews.go.com/Technology/internet-censorship-sopa-pipa-bills-congress-websites-dark/story?id=15309498"
"22602","http://abcnews.go.com/blogs/technology/2012/01/can-a-court-make-you-give-up-your-password/","Can the government force you to give up your password in the course of an investigation against you?","2016-03-10T00:00:00.000Z","http://abcnews.go.com/blogs/technology/2012/01/can-a-court-make-you-give-up-your-password/"
